CustomerID;CustomerName;Customer;Phone;EmailAddress;EmailPromotion;Title
11061;Todd, Gao;11061 - Todd, Gao;1 (11) 500 555-0191;todd14@adventure-works.com;0;
11062;Noah, Powell;11062 - Noah, Powell;767-555-0113;noah5@adventure-works.com;0;
11063;Angela, Murphy;11063 - Angela, Murphy;451-555-0162;angela41@adventure-works.com;0;
11064;Chase, Reed;11064 - Chase, Reed;892-555-0184;chase21@adventure-works.com;2;
11065;Jessica, Henderson;11065 - Jessica, Henderson;278-555-0186;jessica29@adventure-works.com;0;
11066;Grace, Butler;11066 - Grace, Butler;712-555-0141;grace62@adventure-works.com;0;
11067;Caleb, Carter;11067 - Caleb, Carter;944-555-0167;caleb40@adventure-works.com;1;
11068;Tiffany, Liang;11068 - Tiffany, Liang;1 (11) 500 555-0177;tiffany17@adventure-works.com;0;
11069;Carolyn, Navarro;11069 - Carolyn, Navarro;1 (11) 500 555-0145;carolyn30@adventure-works.com;0;
11070;Willie, Raji;11070 - Willie, Raji;1 (11) 500 555-0151;willie40@adventure-works.com;0;
11071;Linda, Serrano;11071 - Linda, Serrano;1 (11) 500 555-0130;linda31@adventure-works.com;0;
11072;Casey, Luo;11072 - Casey, Luo;1 (11) 500 555-0125;casey6@adventure-works.com;0;
11073;Amy, Ye;11073 - Amy, Ye;1 (11) 500 555-0185;amy16@adventure-works.com;0;
11074;Levi, Arun;11074 - Levi, Arun;1 (11) 500 555-0127;levi6@adventure-works.com;0;
11075;Felicia, Jimenez;11075 - Felicia, Jimenez;1 (11) 500 555-0165;felicia4@adventure-works.com;2;
11076;Blake, Anderson;11076 - Blake, Anderson;1 (11) 500 555-0113;blake9@adventure-works.com;1;
11077;Leah, Ye;11077 - Leah, Ye;1 (11) 500 555-0154;leah7@adventure-works.com;0;
11078;Gina, Martin;11078 - Gina, Martin;196-555-0114;gina1@adventure-works.com;2;
11079;Donald, Gonzalez;11079 - Donald, Gonzalez;1 (11) 500 555-0137;donald20@adventure-works.com;1;
11080;Damien, Chander;11080 - Damien, Chander;1 (11) 500 555-0111;damien32@adventure-works.com;2;
11081;Savannah, Baker;11081 - Savannah, Baker;478-555-0117;savannah39@adventure-works.com;1;
11082;Angela, Butler;11082 - Angela, Butler;579-555-0195;angela17@adventure-works.com;2;
11083;Alyssa, Cox;11083 - Alyssa, Cox;561-555-0140;alyssa37@adventure-works.com;2;
11084;Lucas, Phillips;11084 - Lucas, Phillips;863-555-0172;lucas7@adventure-works.com;1;
11085;Emily, Johnson;11085 - Emily, Johnson;850-555-0184;emily1@adventure-works.com;1;
11086;Ryan, Brown;11086 - Ryan, Brown;539-555-0198;ryan43@adventure-works.com;2;
11087;Tamara, Liang;11087 - Tamara, Liang;178-555-0152;tamara6@adventure-works.com;0;
11088;Hunter, Davis;11088 - Hunter, Davis;612-555-0141;hunter64@adventure-works.com;0;
11089;Abigail, Price;11089 - Abigail, Price;532-555-0117;abigail25@adventure-works.com;1;
11090;Trevor, Bryant;11090 - Trevor, Bryant;853-555-0174;trevor18@adventure-works.com;1;
11091;Dalton, Perez;11091 - Dalton, Perez;559-555-0115;dalton37@adventure-works.com;0;
11092;Cheryl, Diaz;11092 - Cheryl, Diaz;1 (11) 500 555-0192;cheryl4@adventure-works.com;1;
11093;Aimee, He;11093 - Aimee, He;1 (11) 500 555-0161;aimee13@adventure-works.com;0;
11094;Cedric, Ma;11094 - Cedric, Ma;1 (11) 500 555-0115;cedric15@adventure-works.com;1;
11095;Chad, Kumar;11095 - Chad, Kumar;1 (11) 500 555-0151;chad9@adventure-works.com;0;
11096;Andrés, Anand;11096 - Andrés, Anand;1 (11) 500 555-0184;andrés18@adventure-works.com;0;
11097;Edwin, Nara;11097 - Edwin, Nara;1 (11) 500 555-0112;edwin39@adventure-works.com;0;
11098;Mallory, Rubio;11098 - Mallory, Rubio;1 (11) 500 555-0157;mallory7@adventure-works.com;0;
11099;Adam, Ross;11099 - Adam, Ross;1 (11) 500 555-0186;adam2@adventure-works.com;0;
11100;Latasha, Navarro;11100 - Latasha, Navarro;1 (11) 500 555-0123;latasha10@adventure-works.com;1;
11101;Abby, Sai;11101 - Abby, Sai;1 (11) 500 555-0174;abby4@adventure-works.com;0;
11102;Julia, Nelson;11102 - Julia, Nelson;1 (11) 500 555-0124;julia7@adventure-works.com;0;
11103;Cassie, Chande;11103 - Cassie, Chande;1 (11) 500 555-0166;cassie13@adventure-works.com;0;
11104;Edgar, Sara;11104 - Edgar, Sara;1 (11) 500 555-0125;edgar11@adventure-works.com;0;
11105;Candace, Fernandez;11105 - Candace, Fernandez;1 (11) 500 555-0162;candace15@adventure-works.com;0;
11106;Jessie, Liu;11106 - Jessie, Liu;1 (11) 500 555-0163;jessie9@adventure-works.com;0;
11107;Bianca, Lin;11107 - Bianca, Lin;1 (11) 500 555-0121;bianca7@adventure-works.com;0;
11108;Kari, Alvarez;11108 - Kari, Alvarez;1 (11) 500 555-0169;kari25@adventure-works.com;0;
11109;Ruben, Kapoor;11109 - Ruben, Kapoor;1 (11) 500 555-0132;ruben1@adventure-works.com;2;
11110;Curtis, Yang;11110 - Curtis, Yang;1 (11) 500 555-0127;curtis5@adventure-works.com;0;
11111;Meredith, Gutierrez;11111 - Meredith, Gutierrez;1 (11) 500 555-0179;meredith34@adventure-works.com;2;
11112;Crystal, Wang;11112 - Crystal, Wang;1 (11) 500 555-0134;crystal3@adventure-works.com;1;
11113;Micheal, Blanco;11113 - Micheal, Blanco;1 (11) 500 555-0131;micheal11@adventure-works.com;1;
11114;Leslie, Moreno;11114 - Leslie, Moreno;1 (11) 500 555-0115;leslie7@adventure-works.com;0;
11115;Alvin, Cai;11115 - Alvin, Cai;1 (11) 500 555-0191;alvin20@adventure-works.com;0;
11116;Clinton, Carlson;11116 - Clinton, Carlson;1 (11) 500 555-0184;clinton14@adventure-works.com;0;
11117;April, Deng;11117 - April, Deng;1 (11) 500 555-0182;april1@adventure-works.com;0;
11118;Alvin, Zeng;11118 - Alvin, Zeng;1 (11) 500 555-0174;alvin21@adventure-works.com;0;
11119;Evan, James;11119 - Evan, James;1 (11) 500 555-0187;evan8@adventure-works.com;0;
11120;Beth, Jiménez;11120 - Beth, Jiménez;1 (11) 500 555-0164;beth8@adventure-works.com;1;
11121;Orlando, Suarez;11121 - Orlando, Suarez;1 (11) 500 555-0198;orlando19@adventure-works.com;0;
11122;Byron, Vazquez;11122 - Byron, Vazquez;1 (11) 500 555-0136;byron9@adventure-works.com;1;
11123;Philip, Alvarez;11123 - Philip, Alvarez;1 (11) 500 555-0191;philip4@adventure-works.com;1;
11124;Ross, Jordan;11124 - Ross, Jordan;1 (11) 500 555-0126;ross1@adventure-works.com;2;
11125;Dana, Navarro;11125 - Dana, Navarro;1 (11) 500 555-0172;dana2@adventure-works.com;2;
11126;Shaun, Carson;11126 - Shaun, Carson;1 (11) 500 555-0155;shaun16@adventure-works.com;1;
11127;Jan, Edwards;11127 - Jan, Edwards;111-555-0118;jan11@adventure-works.com;0;
11128;Samantha, Long;11128 - Samantha, Long;175-555-0139;samantha35@adventure-works.com;0;
11129;Julia, Wright;11129 - Julia, Wright;456-555-0174;julia17@adventure-works.com;0;
11130;Caroline, Russell;11130 - Caroline, Russell;424-555-0137;caroline21@adventure-works.com;2;
11131;Amanda, Rivera;11131 - Amanda, Rivera;918-555-0126;amanda7@adventure-works.com;0;
11132;Melissa, Richardson;11132 - Melissa, Richardson;928-555-0118;melissa31@adventure-works.com;0;
11134;Larry, Townsend;11134 - Larry, Townsend;1 (11) 500 555-0130;larry14@adventure-works.com;0;
11135;Marcus, Harris;11135 - Marcus, Harris;442-555-0119;marcus14@adventure-works.com;2;
11136;Brianna, Morgan;11136 - Brianna, Morgan;954-555-0117;brianna30@adventure-works.com;1;
11137;Jasmine, Taylor;11137 - Jasmine, Taylor;557-555-0146;jasmine7@adventure-works.com;0;
11138;Lauren, Davis;11138 - Lauren, Davis;832-555-0121;lauren23@adventure-works.com;2;
11139;Tanya, Moreno;11139 - Tanya, Moreno;1 (11) 500 555-0185;tanya2@adventure-works.com;0;
11140;Javier, Alvarez;11140 - Javier, Alvarez;763-555-0134;javier1@adventure-works.com;0;
11141;Nicole, Ramirez;11141 - Nicole, Ramirez;152-555-0162;nicole42@adventure-works.com;0;
11142;Eduardo, Patterson;11142 - Eduardo, Patterson;190-555-0184;eduardo55@adventure-works.com;0;
11143;Jonathan, Henderson;11143 - Jonathan, Henderson;149-555-0113;jonathan4@adventure-works.com;0;
11144;Edward, Hernandez;11144 - Edward, Hernandez;178-555-0196;edward48@adventure-works.com;1;
11145;Jasmine, Coleman;11145 - Jasmine, Coleman;857-555-0115;jasmine46@adventure-works.com;2;
11146;Karla, Goel;11146 - Karla, Goel;1 (11) 500 555-0137;karla20@adventure-works.com;1;
11147;Ernest, Wu;11147 - Ernest, Wu;1 (11) 500 555-0139;ernest6@adventure-works.com;0;
11148;Ross, Vazquez;11148 - Ross, Vazquez;1 (11) 500 555-0163;ross32@adventure-works.com;1;
11149;Theodore, Gill;11149 - Theodore, Gill;1 (11) 500 555-0194;theodore14@adventure-works.com;0;
11150;Russell, Shen;11150 - Russell, Shen;1 (11) 500 555-0191;russell6@adventure-works.com;0;
11151;Melinda, Gill;11151 - Melinda, Gill;1 (11) 500 555-0117;melinda9@adventure-works.com;1;
11152;James, Williams;11152 - James, Williams;355-555-0153;james77@adventure-works.com;1;
11153;Angela, James;11153 - Angela, James;847-555-0111;angela34@adventure-works.com;2;
11154;Megan, Walker;11154 - Megan, Walker;918-555-0186;megan25@adventure-works.com;0;
11155;Hunter, Robinson;11155 - Hunter, Robinson;891-555-0125;hunter50@adventure-works.com;0;
11156;Maria, Roberts;11156 - Maria, Roberts;158-555-0199;maria47@adventure-works.com;2;
11157;Hannah, Long;11157 - Hannah, Long;974-555-0177;hannah32@adventure-works.com;0;
11158;Jason, Wright;11158 - Jason, Wright;694-555-0176;jason46@adventure-works.com;0;
11159;Brianna, Hughes;11159 - Brianna, Hughes;319-555-0183;brianna57@adventure-works.com;2;
11160;Maurice, Tang;11160 - Maurice, Tang;947-555-0172;maurice4@adventure-works.com;0;
11161;Emily, Wood;11161 - Emily, Wood;184-555-0114;emily27@adventure-works.com;0;
11162;Chase, Cox;11162 - Chase, Cox;764-555-0116;chase10@adventure-works.com;0;
11163;Gabriel, Wang;11163 - Gabriel, Wang;617-555-0150;gabriel21@adventure-works.com;1;
11164;Devin, Brooks;11164 - Devin, Brooks;502-555-0138;devin63@adventure-works.com;0;
11165;Jocelyn, Alexander;11165 - Jocelyn, Alexander;354-555-0134;jocelyn18@adventure-works.com;0;
11166;Ashley, Martinez;11166 - Ashley, Martinez;131-555-0194;ashley18@adventure-works.com;2;
11167;Jasmine, Barnes;11167 - Jasmine, Barnes;178-555-0156;jasmine43@adventure-works.com;0;
11168;David, Rodriguez;11168 - David, Rodriguez;730-555-0128;david83@adventure-works.com;0;
11169;Bryce, Richardson;11169 - Bryce, Richardson;178-555-0176;bryce8@adventure-works.com;0;
11170;Carol, Howard;11170 - Carol, Howard;845-555-0127;carol5@adventure-works.com;0;
11171;Jonathan, Hill;11171 - Jonathan, Hill;134-555-0196;jonathan43@adventure-works.com;1;
11172;Gabrielle, Adams;11172 - Gabrielle, Adams;403-555-0152;gabrielle58@adventure-works.com;0;
11173;Sarah, Thomas;11173 - Sarah, Thomas;868-555-0188;sarah13@adventure-works.com;0;
11174;Nicholas, Robinson;11174 - Nicholas, Robinson;949-555-0138;nicholas19@adventure-works.com;1;
11175;Luis, Wang;11175 - Luis, Wang;418-555-0127;luis24@adventure-works.com;0;
11176;Mason, Roberts;11176 - Mason, Roberts;539-555-0162;mason25@adventure-works.com;1;
11177;Jose, Flores;11177 - Jose, Flores;157-555-0182;jose6@adventure-works.com;0;
11178;Nathan, Johnson;11178 - Nathan, Johnson;117-555-0182;nathan55@adventure-works.com;0;
11179;Molly, Rodriguez;11179 - Molly, Rodriguez;135-555-0185;molly18@adventure-works.com;0;
11180;April, Anand;11180 - April, Anand;702-555-0144;april18@adventure-works.com;0;
11181;Devin, Martin;11181 - Devin, Martin;735-555-0197;devin13@adventure-works.com;1;
11182;Stephanie, Torres;11182 - Stephanie, Torres;567-555-0176;stephanie19@adventure-works.com;1;
11183;Jasmine, Lee;11183 - Jasmine, Lee;147-555-0199;jasmine19@adventure-works.com;0;
11184;Meghan, Hernandez;11184 - Meghan, Hernandez;967-555-0188;meghan3@adventure-works.com;1;
11185;Ashley, Henderson;11185 - Ashley, Henderson;173-555-0121;ashley31@adventure-works.com;1;
11186;Sarah, Price;11186 - Sarah, Price;180-555-0133;sarah25@adventure-works.com;0;
11187;Jennifer, Cooper;11187 - Jennifer, Cooper;857-555-0111;jennifer63@adventure-works.com;0;
11188;Catherine, Morris;11188 - Catherine, Morris;795-555-0117;catherine16@adventure-works.com;0;
11189;Lawrence, Blanco;11189 - Lawrence, Blanco;656-555-0171;lawrence14@adventure-works.com;1;
11190;Carson, Bryant;11190 - Carson, Bryant;240-555-0142;carson17@adventure-works.com;1;
11191;Kristi, Perez;11191 - Kristi, Perez;123-555-0181;kristi39@adventure-works.com;0;
11192;James, Brown;11192 - James, Brown;725-555-0117;james79@adventure-works.com;0;
11193;Ian, Gray;11193 - Ian, Gray;596-555-0190;ian72@adventure-works.com;1;
11194;Jacqueline, Price;11194 - Jacqueline, Price;266-555-0112;jacqueline0@adventure-works.com;0;
11195;Megan, Henderson;11195 - Megan, Henderson;560-555-0150;megan55@adventure-works.com;0;
11196;Alfredo, Romero;11196 - Alfredo, Romero;342-555-0110;alfredo10@adventure-works.com;0;
11197;Andrea, Morris;11197 - Andrea, Morris;715-555-0178;andrea18@adventure-works.com;0;
11198;Brooke, Sanders;11198 - Brooke, Sanders;215-555-0156;brooke3@adventure-works.com;1;
11199;Jacqueline, Bennett;11199 - Jacqueline, Bennett;413-555-0174;jacqueline1@adventure-works.com;0;
11200;Jason, Griffin;11200 - Jason, Griffin;232-555-0160;jason18@adventure-works.com;0;
11201;Amanda, Foster;11201 - Amanda, Foster;505-555-0159;amanda37@adventure-works.com;0;
11202;Alexia, Price;11202 - Alexia, Price;552-555-0118;alexia0@adventure-works.com;2;
11203;Luis, Diaz;11203 - Luis, Diaz;171-555-0126;luis21@adventure-works.com;0;
11204;Destiny, Rivera;11204 - Destiny, Rivera;743-555-0111;destiny33@adventure-works.com;2;
11205;Abby, Fernandez;11205 - Abby, Fernandez;134-555-0119;abby13@adventure-works.com;1;
11206;Blake, Flores;11206 - Blake, Flores;975-555-0163;blake60@adventure-works.com;0;
11207;Danielle, Cox;11207 - Danielle, Cox;396-555-0158;danielle12@adventure-works.com;1;
11208;Maria, Reed;11208 - Maria, Reed;156-555-0163;maria4@adventure-works.com;2;
11209;Allison, Evans;11209 - Allison, Evans;988-555-0151;allison21@adventure-works.com;0;
11210;Edward, Wood;11210 - Edward, Wood;229-555-0114;edward50@adventure-works.com;0;
11211;Samantha, Russell;11211 - Samantha, Russell;547-555-0121;samantha42@adventure-works.com;0;
11212;Chloe, Campbell;11212 - Chloe, Campbell;205-555-0169;chloe4@adventure-works.com;0;
11213;Stephanie, Murphy;11213 - Stephanie, Murphy;293-555-0151;stephanie11@adventure-works.com;0;
11214;Charles, Miller;11214 - Charles, Miller;389-555-0115;charles9@adventure-works.com;1;
11215;Ana, Perry;11215 - Ana, Perry;446-555-0134;ana7@adventure-works.com;0;
11216;Jasmine, Torres;11216 - Jasmine, Torres;939-555-0130;jasmine32@adventure-works.com;1;
11217;Natalie, Adams;11217 - Natalie, Adams;300-555-0150;natalie58@adventure-works.com;1;
11218;Olivia, Brown;11218 - Olivia, Brown;414-555-0147;olivia4@adventure-works.com;0;
11219;Charles, Cook;11219 - Charles, Cook;755-555-0111;charles69@adventure-works.com;1;
11220;Erica, Huang;11220 - Erica, Huang;618-555-0157;erica5@adventure-works.com;0;
11221;Nathan, Perry;11221 - Nathan, Perry;271-555-0191;nathan3@adventure-works.com;1;
11222;Alexandra, Rivera;11222 - Alexandra, Rivera;488-555-0143;alexandra11@adventure-works.com;0;
11223;Hailey, Patterson;11223 - Hailey, Patterson;480-555-0126;hailey30@adventure-works.com;2;
11224;Tiffany, Li;11224 - Tiffany, Li;197-555-0118;tiffany3@adventure-works.com;0;
11225;Madison, Lee;11225 - Madison, Lee;471-555-0142;madison22@adventure-works.com;1;
11226;Sydney, Ross;11226 - Sydney, Ross;219-555-0146;sydney26@adventure-works.com;0;
11227;Marshall, Chavez;11227 - Marshall, Chavez;712-555-0116;marshall35@adventure-works.com;2;
11228;Ashley, Jones;11228 - Ashley, Jones;996-555-0169;ashley3@adventure-works.com;0;
11229;Adrian, Stewart;11229 - Adrian, Stewart;812-555-0122;adrian21@adventure-works.com;2;
11230;Amber, Turner;11230 - Amber, Turner;155-555-0131;amber4@adventure-works.com;0;
11231;Dennis, Zhang;11231 - Dennis, Zhang;710-555-0134;dennis1@adventure-works.com;2;
11232;Hailey, Bryant;11232 - Hailey, Bryant;156-555-0195;hailey38@adventure-works.com;0;
11233;Todd, Li;11233 - Todd, Li;680-555-0147;todd5@adventure-works.com;0;
11234;Anna, Griffin;11234 - Anna, Griffin;965-555-0146;anna46@adventure-works.com;1;
11235;Angel, Stewart;11235 - Angel, Stewart;540-555-0122;angel24@adventure-works.com;0;
11236;Jeremy, Butler;11236 - Jeremy, Butler;980-555-0117;jeremy29@adventure-works.com;0;
11237;Clarence, Anand;11237 - Clarence, Anand;1 (11) 500 555-0191;clarence36@adventure-works.com;0;
11238;Mayra, Prasad;11238 - Mayra, Prasad;1 (11) 500 555-0116;mayra9@adventure-works.com;2;
11239;Latoya, Goel;11239 - Latoya, Goel;1 (11) 500 555-0149;latoya18@adventure-works.com;0;
11240;Anne, Hernandez;11240 - Anne, Hernandez;1 (11) 500 555-0119;anne4@adventure-works.com;0;
11241;Lisa, Cai;11241 - Lisa, Cai;1 (11) 500 555-0125;lisa24@adventure-works.com;0;
11242;Larry, Munoz;11242 - Larry, Munoz;1 (11) 500 555-0193;larry9@adventure-works.com;0;
11243;Robin, Alvarez;11243 - Robin, Alvarez;1 (11) 500 555-0198;robin2@adventure-works.com;2;
11244;Alexis, Coleman;11244 - Alexis, Coleman;1 (11) 500 555-0115;alexis28@adventure-works.com;0;
11245;Ricky, Vazquez;11245 - Ricky, Vazquez;1 (11) 500 555-0147;ricky15@adventure-works.com;0;
11246;Latasha, Rubio;11246 - Latasha, Rubio;1 (11) 500 555-0178;latasha21@adventure-works.com;0;
11247;Claudia, Zhou;11247 - Claudia, Zhou;1 (11) 500 555-0116;claudia7@adventure-works.com;1;
11248;Tristan, Alexander;11248 - Tristan, Alexander;1 (11) 500 555-0124;tristan19@adventure-works.com;0;
11249;Cindy, Patel;11249 - Cindy, Patel;1 (11) 500 555-0149;cindy3@adventure-works.com;1;
11250;Shannon, Liu;11250 - Shannon, Liu;1 (11) 500 555-0119;shannon4@adventure-works.com;0;
11251;Xavier, Long;11251 - Xavier, Long;243-555-0114;xavier51@adventure-works.com;0;
11252;Nicholas, Thompson;11252 - Nicholas, Thompson;377-555-0147;nicholas16@adventure-works.com;0;
11253;José, Hernandez;11253 - José, Hernandez;712-555-0130;josé54@adventure-works.com;2;
11254;Johnathan, Vance;11254 - Johnathan, Vance;494-555-0166;johnathan5@adventure-works.com;0;
11255;Colin, Lin;11255 - Colin, Lin;599-555-0132;colin8@adventure-works.com;1;
11256;Katelyn, Hernandez;11256 - Katelyn, Hernandez;249-555-0116;katelyn42@adventure-works.com;0;
11257;Jacqueline, Powell;11257 - Jacqueline, Powell;796-555-0111;jacqueline9@adventure-works.com;1;
11258;Xavier, Hill;11258 - Xavier, Hill;559-555-0149;xavier26@adventure-works.com;2;
11259;Victoria, Stewart;11259 - Victoria, Stewart;230-555-0139;victoria24@adventure-works.com;0;
11260;Katelyn, Kelly;11260 - Katelyn, Kelly;507-555-0132;katelyn1@adventure-works.com;0;
11261;Stephanie, Collins;11261 - Stephanie, Collins;209-555-0173;stephanie52@adventure-works.com;2;
11262;Jennifer, Simmons;11262 - Jennifer, Simmons;148-555-0115;jennifer88@adventure-works.com;1;
11263;Trinity, Richardson;11263 - Trinity, Richardson;111-555-0116;trinity9@adventure-works.com;0;
11264;Eduardo, Martin;11264 - Eduardo, Martin;342-555-0195;eduardo13@adventure-works.com;0;
11265;Elizabeth, Jones;11265 - Elizabeth, Jones;941-555-0110;elizabeth7@adventure-works.com;0;
11266;Taylor, Howard;11266 - Taylor, Howard;162-555-0131;taylor14@adventure-works.com;1;
11267;David, Diaz;11267 - David, Diaz;613-555-0119;david55@adventure-works.com;2;
11268;Katelyn, Carter;11268 - Katelyn, Carter;103-555-0195;katelyn33@adventure-works.com;2;
11269;Ryan, Foster;11269 - Ryan, Foster;961-555-0133;ryan19@adventure-works.com;0;
11270;Robert, Lee;11270 - Robert, Lee;447-555-0174;robert82@adventure-works.com;2;
11271;Danielle, Reed;11271 - Danielle, Reed;136-555-0114;danielle23@adventure-works.com;1;
11272;Lauren, Martinez;11272 - Lauren, Martinez;977-555-0117;lauren35@adventure-works.com;0;
11273;Nathan, Lal;11273 - Nathan, Lal;147-555-0121;nathan26@adventure-works.com;2;
11274;Kyle, Foster;11274 - Kyle, Foster;846-555-0126;kyle11@adventure-works.com;0;
